"","Estimate..ANCESTRY...Total.population...American","Estimate..COMMUTING.TO.WORK...Workers.16.years.and.over...Worked.at.home","Estimate..FERTILITY...Number.of.women.15.to.50.years.old.who.had.a.birth.in.the.past.12.months","Estimate..GRANDPARENTS...Number.of.grandparents.living.with.own.grandchildren.under.18.years","Estimate..HOUSEHOLDS.BY.TYPE...Average.family.size","Estimate..HOUSEHOLDS.BY.TYPE...Average.household.size","Estimate..INDUSTRY...Civilian.employed.population.16.years.and.over...Agriculture..forestry..fishing.and.hunting..and.mining","Estimate..RACE...One.race...American.Indian.and.Alaska.Native","Estimate..RACE...One.race...American.Indian.and.Alaska.Native...Cherokee.tribal.grouping","Estimate..RACE...One.race...American.Indian.and.Alaska.Native...Chippewa.tribal.grouping","Estimate..RACE...One.race...American.Indian.and.Alaska.Native...Navajo.tribal.grouping","Estimate..RACE...One.race...American.Indian.and.Alaska.Native...Sioux.tribal.grouping","Estimate..RACE...One.race...Asian...Asian.Indian","Estimate..RACE...One.race...Asian...Other.Asian","Estimate..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander","Estimate..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Guamanian.or.Chamorro","Estimate..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Native.Hawaiian","Estimate..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Other.Pacific.Islander","Estimate..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Samoan","Estimate..RACE...Two.or.more.races...Black.or.African.American.and.American.Indian.and.Alaska.Native","Estimate..RACE...Two.or.more.races...White.and.American.Indian.and.Alaska.Native","Percent..RACE...One.race...American.Indian.and.Alaska.Native...Cherokee.tribal.grouping","Percent..RACE...One.race...American.Indian.and.Alaska.Native...Chippewa.tribal.grouping","Percent..RACE...One.race...American.Indian.and.Alaska.Native...Navajo.tribal.grouping","Percent..RACE...One.race...American.Indian.and.Alaska.Native...Sioux.tribal.grouping","Percent..RACE...One.race...Asian","Percent..RACE...One.race...Asian...Asian.Indian","Percent..RACE...One.race...Asian...Chinese","Percent..RACE...One.race...Asian...Filipino","Percent..RACE...One.race...Asian...Japanese","Percent..RACE...One.race...Asian...Korean","Percent..RACE...One.race...Asian...Other.Asian","Percent..RACE...One.race...Asian...Vietnamese","Percent..RACE...One.race...Black.or.African.American","Percent..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander","Percent..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Guamanian.or.Chamorro","Percent..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Native.Hawaiian","Percent..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Other.Pacific.Islander","Percent..RACE...One.race...Native.Hawaiian.and.Other.Pacific.Islander...Samoan","Percent..RACE...One.race...White","Percent..RACE...Two.or.more.races","Percent..RACE...Two.or.more.races...Black.or.African.American.and.American.Indian.and.Alaska.Native","Percent..RACE...Two.or.more.races...White.and.American.Indian.and.Alaska.Native","Percent..RACE...Two.or.more.races...White.and.Asian","Percent..RACE...Two.or.more.races...White.and.Black.or.African.American","Percent..SCHOOL.ENROLLMENT...Population.3.years.and.over.enrolled.in.school...Elementary.school..grades.1.8.","Percent..SEX.AND.AGE...10.to.14.years","Percent..SEX.AND.AGE...15.to.19.years","Percent..SEX.AND.AGE...25.to.34.years","Percent..SEX.AND.AGE...35.to.44.years","Percent..SEX.AND.AGE...45.to.54.years","Percent..SEX.AND.AGE...5.to.9.years","Percent..SEX.AND.AGE...55.to.59.years","Percent..SEX.AND.AGE...60.to.64.years","Percent..SEX.AND.AGE...62.years.and.over","Percent..SEX.AND.AGE...65.to.74.years","Percent..SEX.AND.AGE...Under.5.years","Annual_MIR"
"5202",98,62,47,46,3.33,2.45,0,0,0,0,0,0,8,17,0,0,0,0,0,0,30,0,0,0,0,1,0.2,0,0.3,0,0,0.5,0,3.6,0,0,0,0,0,90.7,0.8,0,0.8,0,0,35,4.5,6.1,15.2,15.1,15.9,7.1,4.7,6.1,18.7,7.9,5.9,173.411257620738
"5203",120,90,21,56,3.23,2.43,0,17,0,0,0,0,16,55,0,0,0,0,0,0,0,0,0,0,0,4.5,0.2,0.2,0,0,0.6,0.8,2.6,11.3,0,0,0,0,0,79.4,1.2,0,0,0.4,0,35.3,8.8,5.5,12.5,13.2,14.7,5.2,10.5,5.4,14.4,5.6,4,325.913849295412
"5204",181,15,76,58,3.12,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2.8,0,0,0.6,0,2.3,0,0,10.8,0,0,0,0,0,74.4,2.2,0.1,0,0.3,0,43.1,4.5,2.2,18.3,10.6,16.2,7.1,5.2,5,17.3,6,7.5,454.467305559747
"5205",112,0,50,99,3.45,2.65,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,78.1,4.7,0,0,0.4,3.9,47.1,7.9,5.6,11.4,11.4,16.4,6.7,6.9,2.4,20.8,8.8,5.1,218.936042618973
"5206",143,46,34,68,3.04,2.56,0,14,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0.6,0,0.2,0.4,0,0,0,0,1,0,0,0,0,0,93.3,3,0,1.7,0.6,0,38.5,5.6,5.5,13.2,10.9,13.1,6.2,7.7,8.3,23.9,8.3,5,265.018853130034
"5207",61,33,24,27,3.14,2.22,10,75,0,0,0,0,48,12,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0.4,0.9,0,0,0.4,0,11.7,0,0,0,0,0,75.3,0,0,0,0,0,40.5,7.5,5.6,9.8,10.6,19.8,3.3,6,4.5,24.1,8.5,4.6,194.554836973422
"5208",90,97,16,109,3.2,2.58,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,4.9,0,0,0,0,0,93,0,0,0,0,0,45.3,5.9,3.3,12.7,12.5,14.8,8.2,5.5,5.4,22.4,8.8,5,180.122642295217
"5209",247,147,14,36,3.36,2.91,0,22,0,0,0,0,7,7,0,0,0,0,0,6,0,0,0,0,0,1.1,0.1,0.3,0,0.1,0.5,0.1,0,2.8,0,0,0,0,0,94.8,0.6,0.1,0,0,0.1,32.7,8.9,11.6,7.3,15.7,14.7,5.2,5.6,4.9,13.5,5.6,6.1,299.96318843201
"5210",105,13,27,0,3.46,2.76,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.4,0.3,0,0,0,0,2.9,0,0,0,0,0,95.4,0.3,0,0,0.3,0,41.5,6.8,7,9.9,16.2,16.8,10.4,7.2,5.8,15.4,7.2,3.9,249.247052837276
"5211",28,9,18,0,3.34,2.72,8,15,7,0,0,0,0,0,0,0,0,0,0,0,40,0.3,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,92.7,2.2,0,1.9,0,0.2,47.2,8.8,5.7,9.2,16.6,18.8,10,6.7,4.4,12.4,6.1,4.6,205.521038600769
"5212",120,53,116,130,3.55,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2.1,0,0,2.1,0,0,0,0,15.3,0,0,0,0,0,80.9,0.3,0,0.3,0,0,40.1,5.8,7.8,8.4,14.6,15.4,6.6,9.2,3.5,17.4,5.7,7.2,516.720371047499
"5213",48,76,24,11,3.44,2.87,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,0,0,0,0,0,82.2,0.3,0,0,0,0.3,40.4,11.1,6.3,5.3,13.9,20.6,5.1,8.8,4.3,15.9,9,8.5,177.287696964265
"5214",53,93,65,91,3.24,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,34.5,2.3,0.2,0,0,2.1,47.6,5.9,3.4,17.4,13.4,15.9,5.3,9.6,4.7,15,6.9,8,392.727572186207
"5215",62,8,38,188,3.42,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,0,0,0,0,0,0,2.3,0.9,0,0,1.4,32,7.3,5,6.4,11.5,15.8,3.8,7.9,6.8,29.7,8.3,2.3,412.996097006873
"5216",0,7,65,130,3.85,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3,0,0,0,0,0,0.7,0,0,0,0,0,30.4,6.1,9.1,12.5,11.7,12,6.6,2.2,7.2,22,7.1,8.3,391.781737852887
"5217",45,65,48,156,3.51,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.7,0,0,0,0,98.7,0,0,0,0,0,0.5,0,0,0,0,0,31.3,5.6,6.9,13.7,9.2,15.7,7.8,7.7,6.7,22.8,10.8,4.2,138.334596487906
"5218",44,0,60,184,3.67,2.53,0,0,0,0,0,0,28,0,0,0,0,0,0,17,0,0,0,0,0,0.7,0.7,0,0,0,0,0,0,96.8,0,0,0,0,0,1.7,0.8,0.4,0,0,0.3,31.5,4.3,7.9,14.8,9.5,18.5,5.5,5.8,6.1,17.9,9,8.3,97.4072997470787
"5219",10,6,0,260,3.63,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,96.8,0,0,0,0,0,0.9,1.1,0.6,0,0,0,43.5,6.7,8.1,10.8,11,13.6,6.2,7.4,5,21.5,9.7,3.4,82.0392390118579
"5220",12,40,15,205,3.46,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1,0,0,0,0,0,3.4,1.9,0.3,0,0,0.7,33.7,7.9,7.8,11.8,10.4,14.7,6.3,4.1,9.4,27.5,12.4,2.8,150.469728639485
"5221",57,22,107,353,4.42,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2,0,0,0,0,0,0.6,0.1,0.1,0,0,0,44.9,9.4,12.7,9.5,11.4,10.1,7.1,7.3,3.2,12.4,6.9,8.6,161.567143611434
"5222",24,0,98,93,3.54,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.9,0,0,0,0,0,93.8,0,0,0,0,0,4.3,0.7,0,0,0,0.7,39.3,7.1,4.9,13.3,10.7,10.6,8.5,5.1,6.8,15.4,8.1,13.5,213.994825576098
"5223",39,12,13,99,3.25,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,81,0,0,0,0,0,14.5,0.5,0,0,0.5,0,41.8,9.6,7.8,12.6,13.2,14.4,3.3,8,7.7,17,9.2,4.1,68.1110692042424
"5224",46,0,76,105,3.65,3.22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,72.1,1.6,0,0.6,0,0,50.9,10.8,6.9,12.5,18,10.4,6.2,6.9,6.8,12.3,4.2,5.5,25.6065539441615
"5225",53,14,8,47,3.32,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7,0,0,0,0,0,0,0.2,0,0,0,0,42,12.1,7.5,12.3,17.2,8.5,4.4,9.9,6,13.1,3.7,8.2,41.6871384820444
"5226",28,83,0,106,3.64,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3,0,0,0,0,0,0.1,0.6,0.6,0,0,0,49,9.8,4.5,10.5,14,11.9,6.7,7.1,7.7,24.8,9.5,3.4,130.045547671886
"5227",0,0,6,52,3.46,2.49,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.3,0,0,0,0,0,0,97.7,0,0,0,0,0,0,0,0,0,0,0,38.2,4.8,5.8,13,10.3,11.7,10.4,11.9,4.6,22.6,10.9,1.5,40.8485590260454
"5228",14,42,34,131,3.75,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,0,0,0,0,0,4,1.4,0,0,0,1.4,43.4,8.8,10.1,7.5,12.5,16.2,3.9,6.2,3.7,23.7,11.8,1.7,172.102107018911
"5229",0,0,98,219,3.19,2.5,0,142,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8,0,0,0,0,0,1.2,1,0.2,0,0,0.8,30.9,6.6,4.5,10.7,10.5,13.8,6.8,5.6,5,21.2,11.5,6.4,320.208242493235
"5230",19,24,6,90,3.6,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0.3,1.6,0.7,0,0,0.9,37.2,5.7,6.3,9.1,13.4,16.4,3.7,8.5,5,27.3,14.3,1.5,502.290122652063
"5231",47,44,46,134,3.55,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,17.6,0,0,0,0,0,74.3,3.7,0.4,0,0.5,0.3,37.3,8.8,8.4,13.6,9.5,19,6.1,7.8,2.9,13.6,3.2,5.6,526.76899709464
"5232",211,52,88,184,3.29,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.4,0.3,0,0.3,0,0,40.9,4.5,4.1,17.5,10.2,18.3,8.1,5.6,3.4,16.3,7.9,9,195.823209605382
"5233",218,0,57,97,3.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1.1,0,0,0.9,0,0.2,0,0,1,0,0,0,0,0,91.3,1.8,0.2,0,0.6,0.4,34.2,7.3,9.3,8.2,15,18.5,6.1,3.9,3.5,17.7,9.5,6.1,218.381004116211
"5234",143,210,21,20,3.11,2.49,11,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,9.7,2.4,0.6,4.6,0.8,0.9,0,0.3,3,0,0,0,0,0,82.7,0.4,0,0,0.4,0,34.7,6.1,7.6,11.2,12.1,18.1,4.9,8.3,8.7,20.7,7.4,3.7,641.953763275825
"5235",119,162,18,19,3.68,3.32,39,0,0,0,0,0,69,101,0,0,0,0,0,0,168,0,0,0,0,5.9,1,1.9,1.4,0,0,1.5,0,17.2,0,0,0,0,0,68.3,3.9,0,2.4,0.2,1.1,39.9,8.9,9.2,14.1,19.9,12.5,10.2,3.3,3.1,3.7,1.8,7.6,277.952359408817
"5236",124,98,17,45,3.52,3.17,0,0,0,0,0,0,417,63,0,0,0,0,0,8,0,0,0,0,0,26.3,14.7,5,0.8,0,3.6,2.2,0,6.8,0,0,0,0,0,64.6,2.3,0.3,0,0.9,0,60.2,12.9,6.5,11.7,12.7,19.1,7.7,3.8,6.9,13,6.6,7.2,246.894091723089
"5237",163,138,73,77,3.3,2.89,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,10,4.2,5.4,0.5,0,0,0,0,6.9,0,0,0,0,0,82.7,0.2,0,0,0,0.2,33.2,7.8,10.4,7.1,13.5,22.5,5.6,5.2,8.5,12.1,5.4,6.6,279.681058070714
"5238",114,97,98,82,3.29,2.79,15,0,0,0,0,0,92,39,0,0,0,0,0,0,0,0,0,0,0,7.6,1.6,0,5.2,0,0,0.7,0,11.1,0,0,0,0,0,76.4,0.3,0,0,0.3,0,29.7,5.5,5.9,14.7,15.9,12.7,3.6,11.3,5.7,10.7,6.5,4.8,321.410428010808
"5239",52,55,57,43,3.17,2.57,0,0,0,0,0,0,56,112,0,0,0,0,0,0,0,0,0,0,0,5.2,1.2,0.2,1.3,0,0,2.5,0,12.6,0,0,0,0,0,72.5,3.7,0,0,0,3.1,36.8,5.4,3.7,19.5,18.5,9,10,4.8,6.7,12,3.2,9.2,150.207732395076
"5240",66,88,47,87,3.33,2.77,0,0,0,0,0,0,155,200,0,0,0,0,0,0,21,0,0,0,0,15.4,4.5,0.7,4.4,0,0,5.8,0,19.3,0,0,0,0,0,53.9,4.4,0,0.6,0,0.3,29.1,1.2,5.6,24.2,12.4,11.3,10.1,7.3,3.6,8.1,4.5,10.1,268.400817330851
"5241",218,9,52,56,3.16,2.5,0,17,17,0,0,0,27,71,0,0,0,0,0,0,0,0.4,0,0,0,5.3,0.7,0.6,1.7,0,0.5,1.7,0,7.2,0,0,0,0,0,85.5,0.3,0,0,0,0,48.7,10.2,8,12,11.2,16.2,5.6,8.5,5.8,17.7,8.4,2.1,355.269539553804
"5242",77,174,50,104,3.06,2.35,4,11,0,0,0,0,391,0,0,0,0,0,0,0,14,0,0,0,0,11.3,10.3,0,1,0,0,0,0,1,0,0,0,0,0,85.9,0.4,0,0.4,0,0,36.5,6.4,3.8,14.1,15.4,14.1,2.4,4.7,9.8,22.5,10.3,9.4,403.300053268041
"5243",280,34,66,157,3.19,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,52.5,0,0,0,0,0,41.9,3.2,0,0.3,0,2.1,40.4,9.2,5.7,24.4,14.2,7.9,10,5.3,3.7,8.5,5.1,6,213.310043239933
"5244",164,15,18,109,3.7,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,88.1,1,0,0,0,0,43.3,14.2,2.1,20.9,11.5,12.1,5.4,3.5,5.4,11,5.3,8.9,403.146796683474
"5245",256,0,103,214,3.97,3.31,0,0,0,0,0,0,23,15,0,0,0,0,0,0,0,0,0,0,0,0.9,0.4,0.2,0,0,0,0.3,0,1.4,0,0,0,0,0,88.5,1.9,0,0,1,0,37.9,7.3,8.1,13.7,10,16,6.7,7.6,4.9,14.7,5.1,7.1,294.994400184579
"5246",108,39,21,321,3.75,3.23,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.1,0,0,0,0,0.8,1.4,0,0,0,0,0,87.8,1.1,0,0,0.2,0.9,44.9,8.5,8.6,10.9,9.8,15.8,6.7,6.8,5.4,18.7,8,4.1,375.599392586771
"5247",95,0,56,200,3.69,3.4,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,2.3,0,0,0,0.8,1.1,0,0,0,0,0,88.2,0.5,0,0,0,0.2,42.4,6.9,7,13.8,13.2,15.2,6.3,8.1,6,14.1,7.2,5.6,309.93562795592
"5248",177,33,53,309,3.95,3.39,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0.5,0,0.8,0,0,0,0,0,74.8,3.7,0,0,2.2,0,42.6,9.2,7.1,10.7,13.8,16.8,7.3,6.5,5.2,13.1,5.7,3.8,430.628533139962
"5249",290,15,126,310,3.98,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,55.4,1.9,0,0,0,0.6,40.1,8,8.1,16.3,12.6,14,5.2,5.5,4.6,13.4,5.6,6.7,295.625745301408
"5250",64,50,151,231,3.99,3.61,0,43,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.4,0,0.3,0,0,0,0,12.1,0,0,0,0,0,50.5,1.3,0,0,0,0,48.8,10.2,10.2,12.7,14.9,14.3,9.7,3.2,3.2,10.8,2.9,8.6,335.267566672322
"5251",188,31,80,90,3.4,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.7,0,0,0,0,64.4,0,0,0,0,0,20.4,2.3,0,0,0,1.2,36.8,6,10.4,10.4,11.4,18.5,9.2,7.7,5.4,10.7,2.7,5.8,162.528791007045
"5252",79,77,78,215,3.91,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1,0,0,0,0,0,25.9,2.7,0,0,0,1,45.1,9.9,7.3,14,14.7,16.1,5.4,8.2,3.3,8.2,5.4,6.4,250.978897011435
"5253",31,109,0,302,3.4,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,99.5,0,0,0,0,0,0.3,0,0,0,0,0,32,7.6,9.7,10.2,11.1,10.2,4.9,8.3,6.1,24.9,13.3,4.4,140.287578155449
"5254",19,9,16,111,3.57,3.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,93.9,0,0,0,0,0,0,4.7,0,0,0,0,39.4,7.2,7.3,10.1,9.9,13.8,10,8.3,7,15.2,8.6,4.2,87.1185832224568
"5255",54,25,53,121,3.56,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,98.9,0,0,0,0,0,0.6,0.3,0,0,0,0.3,50,8,4.3,14.7,7.3,20.1,6.3,3.5,5.4,20,7.3,6.7,67.3145833181528
"5256",18,0,13,179,4.13,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,45.1,9.2,16.2,7.8,13,13.3,5.2,6.3,6.9,17.5,7.3,4.1,70.2667920108462
"5257",0,16,12,81,3.76,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4,0,0,0,0,0,0.1,0.5,0.5,0,0,0,34.5,7,4.8,6.8,11.9,13.2,6.1,11,4.9,23.4,10.1,4.1,98.328696787285
"5258",0,85,40,118,3.07,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,0,0,0,0,0,2.1,3.4,0.4,0,0,2.6,20.5,4.5,8.6,12,11.2,14.9,2.3,8.8,8.8,25.6,9.7,2.7,140.316908540786
"5259",0,0,68,323,3.29,2.36,17,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,98.6,0,0,0,0,0,0.4,0.8,0.6,0,0,0,35.6,6.9,9.8,11.9,14.2,16.8,7.5,4.2,2.3,12.9,4.6,7.1,38.7752891758623
"5260",58,33,20,13,2.96,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4,0,0,0,0,0,0.2,2.1,1.8,0,0,0.4,33.6,4.1,7.5,8.9,11,17.2,4.9,6.4,3.8,24.1,8.2,6.3,87.9972943348411
"5261",9,98,26,154,2.92,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2,0,0,0,0,0,0.8,0,0,0,0,0,49.6,6.7,3.2,20.4,9.8,16.3,5.5,7.8,7.5,16,6.5,6.3,58.3671887214955
"5262",0,92,115,86,3.34,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,98.5,0,0,0,0,0,0.4,0.4,0,0,0,0.4,41.9,9.1,8.6,15.5,10.1,14.7,8.3,6.1,5,13.1,5.6,8,24.5057303920493
"5263",0,107,57,73,3.17,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,4.2,0.6,0.6,0,0,0,37.7,6,4.5,12,15.7,14.6,3,6,6.8,25.5,13.2,4.8,45.620595452602
"5264",14,6,17,59,2.84,2.19,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5,0,0,0,0,0,1.9,0,0,0,0,0,31.7,5.6,3.5,6.2,11.9,15.3,2.1,5,11.2,37.1,13.8,3.4,31.8166435088678
"5265",0,27,0,47,3.06,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5,0,0,0,0,0,0,0.5,0,0,0,0,52.9,6.6,4.4,9.9,10.7,18.7,3.9,8,5,28.6,12.6,3.2,24.6351920137785
"5266",39,26,27,78,3.67,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,20.2,0.8,0,0,0,0,33.4,9,6.4,10.1,15.7,14.3,4.5,7.1,5.8,12,5.5,7,19.528918490122
"5267",9,26,60,99,3.64,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,91.3,0,0,0,0,0,2.2,1.9,0,0,0,0,38.9,9.3,8.9,15.7,10.8,14.7,4.9,5.2,4.5,13.5,6.5,7.1,35.7313606288451
"5268",29,57,44,181,3.27,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2,0,0,0,0,0,0.2,0,0,0,0,0,32.9,5.4,7.7,10.3,7.2,21,5,7.2,5.5,20.9,12.4,6.3,30.7737116647484
"5269",19,84,0,245,2.97,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.5,0,0,0,0,0,2.1,2.4,0,0,0,1.6,32.2,7.5,6,7.5,8.5,20,3.6,6.1,5.8,27.7,15.5,4,42.550331481396
"5270",20,0,42,55,3.78,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2,0,0,0,0,0,14.4,0,0,0,0,0,40.9,5.5,5.5,13.5,9.7,13.9,10.5,8.6,7.4,10.9,2.7,6.7,7.45928251846793
"5271",17,34,66,119,4.27,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,0,0,0,0,0,44.4,0,0,0,0,0,44.7,10.5,6.6,18.2,9.7,13.4,7.8,4.1,2.6,7.6,4.4,10,27.6359989026152
"5272",50,45,73,28,4.09,3.66,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,55.7,0,0,0,0,0,28.5,1.8,0,0,0,0,49.4,15.9,8.9,17.1,13.5,7.9,9.8,1.4,1.5,5.6,1.6,12.6,12.2608794719159
"5273",88,0,104,176,3.29,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,93.4,0,0,0,0,0,0.1,6.4,0.9,0,0,0,34.2,4.7,9.5,12.8,13.9,14.4,10.1,6.2,2.5,11,4.4,5.9,33.0733663275506
"5274",37,60,42,148,3.6,2.45,0,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,94.4,0,0,0,0,0,1.4,2.1,0,0,0,1.6,43.5,8.4,7.2,10.6,12.5,11.6,4.1,6.9,5.3,8.7,4.7,12,26.8402426882674
"5275",162,0,0,78,3.27,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.7,0,0,0,0,0,1.7,0.5,0,0,0,0.1,31.1,5.3,5.4,10.5,16.4,19,8,5.4,4.4,20.6,9.5,3.2,36.3503904177647
"5276",0,45,62,315,3.31,2.53,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5,0,0,0,0,0,1.8,0,0,0,0,0,31.1,7.9,11.6,9.3,10.5,17,4.4,8.4,7.3,16.9,5.2,4.8,42.0419358791786
